location_id,zone,row,column,depth,location_type,product_id,quantity,product_type,x,y,z,color,depth_info
B-02-16-3,B,2,16,3,Folded Shelves,Jea-Red-S,12,Jeans,34.0,64,4.5,"[0, 0, 200]",
B-02-17-1,B,2,17,1,Folded Shelves,Jea-Gra-M,2,Jeans,35.5,64,1.5,"[0, 0, 200]",
B-02-17-2,B,2,17,2,Folded Shelves,,0,Jeans,35.5,64,3.0,"[0, 0, 200]",
B-02-17-3,B,2,17,3,Folded Shelves,Jea-Gra-S,4,Jeans,35.5,64,4.5,"[0, 0, 200]",
B-02-18-1,B,2,18,1,Folded Shelves,Jea-Gra-XS,17,Jeans,37.0,64,1.5,"[0, 0, 200]",
B-02-18-2,B,2,18,2,Folded Shelves,,0,Jeans,37.0,64,3.0,"[0, 0, 200]",
B-02-18-3,B,2,18,3,Folded Shelves,Jea-Whi-XS,17,Jeans,37.0,64,4.5,"[0, 0, 200]",
B-02-19-1,B,2,19,1,Folded Shelves,,0,Jeans,38.5,64,1.5,"[0, 0, 200]",
B-02-19-2,B,2,19,2,Folded Shelves,Jea-Whi-XXL,19,Jeans,38.5,64,3.0,"[0, 0, 200]",
B-02-19-3,B,2,19,3,Folded Shelves,Jea-Blu-XS,11,Jeans,38.5,64,4.5,"[0, 0, 200]",
B-02-20-1,B,2,20,1,Folded Shelves,Jea-Whi-M,7,Jeans,40.0,64,1.5,"[0, 0, 200]",
B-02-20-2,B,2,20,2,Folded Shelves,,0,Jeans,40.0,64,3.0,"[0, 0, 200]",
B-02-20-3,B,2,20,3,Folded Shelves,Jea-Gre-S,17,Jeans,40.0,64,4.5,"[0, 0, 200]",
C-01-01-1,C,1,1,1,Hanging Racks,,0,Dresses,11.5,52,1.5,"[0, 0, 180]",
C-01-01-2,C,1,1,2,Hanging Racks,Dre-Bla-XS,7,Dresses,11.5,52,3.0,"[0, 0, 180]",
C-01-01-3,C,1,1,3,Hanging Racks,Dre-Gra-M,7,Dresses,11.5,52,4.5,"[0, 0, 180]",
C-01-02-1,C,1,2,1,Hanging Racks,,0,Dresses,13.0,52,1.5,"[0, 0, 180]",
C-01-02-2,C,1,2,2,Hanging Racks,Dre-Gre-M,18,Dresses,13.0,52,3.0,"[0, 0, 180]",
C-01-02-3,C,1,2,3,Hanging Racks,,0,Dresses,13.0,52,4.5,"[0, 0, 180]",
C-01-03-1,C,1,3,1,Hanging Racks,Dre-Gra-XXL,1,Dresses,14.5,52,1.5,"[0, 0, 180]",
C-01-03-2,C,1,3,2,Hanging Racks,,0,Dresses,14.5,52,3.0,"[0, 0, 180]",
C-01-03-3,C,1,3,3,Hanging Racks,Dre-Gra-XL,13,Dresses,14.5,52,4.5,"[0, 0, 180]",
C-01-04-1,C,1,4,1,Hanging Racks,Dre-Whi-M,11,Dresses,16.0,52,1.5,"[0, 0, 180]",
C-01-04-2,C,1,4,2,Hanging Racks,Dre-Red-S,11,Dresses,16.0,52,3.0,"[0, 0, 180]",
C-01-04-3,C,1,4,3,Hanging Racks,Dre-Gre-L,16,Dresses,16.0,52,4.5,"[0, 0, 180]",
C-01-05-1,C,1,5,1,Hanging Racks,Dre-Whi-XL,5,Dresses,17.5,52,1.5,"[0, 0, 180]",
C-01-05-2,C,1,5,2,Hanging Racks,,0,Dresses,17.5,52,3.0,"[0, 0, 180]",
C-01-05-3,C,1,5,3,Hanging Racks,,0,Dresses,17.5,52,4.5,"[0, 0, 180]",
C-01-06-1,C,1,6,1,Hanging Racks,,0,Dresses,19.0,52,1.5,"[0, 0, 180]",
C-01-06-2,C,1,6,2,Hanging Racks,,0,Dresses,19.0,52,3.0,"[0, 0, 180]",
C-01-06-3,C,1,6,3,Hanging Racks,Dre-Gra-XXL,19,Dresses,19.0,52,4.5,"[0, 0, 180]",
C-01-07-1,C,1,7,1,Hanging Racks,,0,Dresses,20.5,52,1.5,"[0, 0, 180]",
C-01-07-2,C,1,7,2,Hanging Racks,Dre-Blu-XXL,8,Dresses,20.5,52,3.0,"[0, 0, 180]",
C-01-07-3,C,1,7,3,Hanging Racks,,0,Dresses,20.5,52,4.5,"[0, 0, 180]",
C-01-08-1,C,1,8,1,Hanging Racks,,0,Dresses,22.0,52,1.5,"[0, 0, 180]",
C-01-08-2,C,1,8,2,Hanging Racks,Dre-Blu-S,9,Dresses,22.0,52,3.0,"[0, 0, 180]",
C-01-08-3,C,1,8,3,Hanging Racks,Dre-Gra-S,4,Dresses,22.0,52,4.5,"[0, 0, 180]",
C-01-09-1,C,1,9,1,Hanging Racks,Dre-Red-L,7,Dresses,23.5,52,1.5,"[0, 0, 180]",
C-01-09-2,C,1,9,2,Hanging Racks,,0,Dresses,23.5,52,3.0,"[0, 0, 180]",
C-01-09-3,C,1,9,3,Hanging Racks,Dre-Whi-L,5,Dresses,23.5,52,4.5,"[0, 0, 180]",
C-01-10-1,C,1,10,1,Hanging Racks,Dre-Red-XL,19,Dresses,25.0,52,1.5,"[0, 0, 180]",
C-01-10-2,C,1,10,2,Hanging Racks,,0,Dresses,25.0,52,3.0,"[0, 0, 180]",
C-01-10-3,C,1,10,3,Hanging Racks,Dre-Red-XL,2,Dresses,25.0,52,4.5,"[0, 0, 180]",
C-01-11-1,C,1,11,1,Hanging Racks,Dre-Gra-XS,8,Dresses,26.5,52,1.5,"[0, 0, 180]",
C-01-11-2,C,1,11,2,Hanging Racks,Dre-Gra-S,16,Dresses,26.5,52,3.0,"[0, 0, 180]",
C-01-11-3,C,1,11,3,Hanging Racks,Dre-Blu-XXL,9,Dresses,26.5,52,4.5,"[0, 0, 180]",
C-01-12-1,C,1,12,1,Hanging Racks,,0,Dresses,28.0,52,1.5,"[0, 0, 180]",
C-01-12-2,C,1,12,2,Hanging Racks,,0,Dresses,28.0,52,3.0,"[0, 0, 180]",
C-01-12-3,C,1,12,3,Hanging Racks,Dre-Gre-XXL,4,Dresses,28.0,52,4.5,"[0, 0, 180]",
C-01-13-1,C,1,13,1,Hanging Racks,Dre-Whi-L,17,Dresses,29.5,52,1.5,"[0, 0, 180]",
C-01-13-2,C,1,13,2,Hanging Racks,,0,Dresses,29.5,52,3.0,"[0, 0, 180]",
C-01-13-3,C,1,13,3,Hanging Racks,,0,Dresses,29.5,52,4.5,"[0, 0, 180]",
C-01-14-1,C,1,14,1,Hanging Racks,Dre-Red-S,4,Dresses,31.0,52,1.5,"[0, 0, 180]",
C-01-14-2,C,1,14,2,Hanging Racks,Dre-Bla-XS,1,Dresses,31.0,52,3.0,"[0, 0, 180]",
C-01-14-3,C,1,14,3,Hanging Racks,,0,Dresses,31.0,52,4.5,"[0, 0, 180]",
C-01-15-1,C,1,15,1,Hanging Racks,,0,Dresses,32.5,52,1.5,"[0, 0, 180]",
C-01-15-2,C,1,15,2,Hanging Racks,,0,Dresses,32.5,52,3.0,"[0, 0, 180]",
C-01-15-3,C,1,15,3,Hanging Racks,Dre-Gra-XL,15,Dresses,32.5,52,4.5,"[0, 0, 180]",
C-01-16-1,C,1,16,1,Hanging Racks,,0,Dresses,34.0,52,1.5,"[0, 0, 180]",
C-01-16-2,C,1,16,2,Hanging Racks,Dre-Whi-XXL,4,Dresses,34.0,52,3.0,"[0, 0, 180]",
C-01-16-3,C,1,16,3,Hanging Racks,Dre-Blu-XL,2,Dresses,34.0,52,4.5,"[0, 0, 180]",
C-01-17-1,C,1,17,1,Hanging Racks,Dre-Gra-S,5,Dresses,35.5,52,1.5,"[0, 0, 180]",
C-01-17-2,C,1,17,2,Hanging Racks,,0,Dresses,35.5,52,3.0,"[0, 0, 180]",
C-01-17-3,C,1,17,3,Hanging Racks,Dre-Gra-XS,8,Dresses,35.5,52,4.5,"[0, 0, 180]",
C-01-18-1,C,1,18,1,Hanging Racks,Dre-Gre-XL,3,Dresses,37.0,52,1.5,"[0, 0, 180]",
C-01-18-2,C,1,18,2,Hanging Racks,,0,Dresses,37.0,52,3.0,"[0, 0, 180]",
C-01-18-3,C,1,18,3,Hanging Racks,Dre-Gre-M,9,Dresses,37.0,52,4.5,"[0, 0, 180]",
C-01-19-1,C,1,19,1,Hanging Racks,,0,Dresses,38.5,52,1.5,"[0, 0, 180]",
C-01-19-2,C,1,19,2,Hanging Racks,Dre-Whi-XL,12,Dresses,38.5,52,3.0,"[0, 0, 180]",
C-01-19-3,C,1,19,3,Hanging Racks,Dre-Bla-S,15,Dresses,38.5,52,4.5,"[0, 0, 180]",
C-01-20-1,C,1,20,1,Hanging Racks,Dre-Gre-L,17,Dresses,40.0,52,1.5,"[0, 0, 180]",
C-01-20-2,C,1,20,2,Hanging Racks,Dre-Red-M,2,Dresses,40.0,52,3.0,"[0, 0, 180]",
C-01-20-3,C,1,20,3,Hanging Racks,,0,Dresses,40.0,52,4.5,"[0, 0, 180]",
C-02-01-1,C,2,1,1,Hanging Racks,Dre-Whi-XL,4,Dresses,11.5,54,1.5,"[0, 0, 180]",
C-02-01-2,C,2,1,2,Hanging Racks,Dre-Gre-XS,9,Dresses,11.5,54,3.0,"[0, 0, 180]",
C-02-01-3,C,2,1,3,Hanging Racks,Dre-Bla-S,2,Dresses,11.5,54,4.5,"[0, 0, 180]",
C-02-02-1,C,2,2,1,Hanging Racks,Dre-Red-XL,5,Dresses,13.0,54,1.5,"[0, 0, 180]",
C-02-02-2,C,2,2,2,Hanging Racks,Dre-Gre-L,18,Dresses,13.0,54,3.0,"[0, 0, 180]",
C-02-02-3,C,2,2,3,Hanging Racks,Dre-Gra-M,15,Dresses,13.0,54,4.5,"[0, 0, 180]",
C-02-03-1,C,2,3,1,Hanging Racks,Dre-Red-S,14,Dresses,14.5,54,1.5,"[0, 0, 180]",
C-02-03-2,C,2,3,2,Hanging Racks,,0,Dresses,14.5,54,3.0,"[0, 0, 180]",
C-02-03-3,C,2,3,3,Hanging Racks,,0,Dresses,14.5,54,4.5,"[0, 0, 180]",
C-02-04-1,C,2,4,1,Hanging Racks,Dre-Gra-XXL,1,Dresses,16.0,54,1.5,"[0, 0, 180]",
C-02-04-2,C,2,4,2,Hanging Racks,Dre-Bla-S,15,Dresses,16.0,54,3.0,"[0, 0, 180]",
C-02-04-3,C,2,4,3,Hanging Racks,,0,Dresses,16.0,54,4.5,"[0, 0, 180]",
C-02-05-1,C,2,5,1,Hanging Racks,Dre-Whi-L,15,Dresses,17.5,54,1.5,"[0, 0, 180]",
C-02-05-2,C,2,5,2,Hanging Racks,Dre-Bla-M,7,Dresses,17.5,54,3.0,"[0, 0, 180]",
C-02-05-3,C,2,5,3,Hanging Racks,Dre-Gre-S,3,Dresses,17.5,54,4.5,"[0, 0, 180]",
C-02-06-1,C,2,6,1,Hanging Racks,Dre-Gre-XL,15,Dresses,19.0,54,1.5,"[0, 0, 180]",
C-02-06-2,C,2,6,2,Hanging Racks,Dre-Gre-XS,17,Dresses,19.0,54,3.0,"[0, 0, 180]",
C-02-06-3,C,2,6,3,Hanging Racks,Dre-Red-XXL,8,Dresses,19.0,54,4.5,"[0, 0, 180]",
C-02-07-1,C,2,7,1,Hanging Racks,,0,Dresses,20.5,54,1.5,"[0, 0, 180]",
C-02-07-2,C,2,7,2,Hanging Racks,,0,Dresses,20.5,54,3.0,"[0, 0, 180]",
C-02-07-3,C,2,7,3,Hanging Racks,Dre-Gre-XXL,16,Dresses,20.5,54,4.5,"[0, 0, 180]",
C-02-08-1,C,2,8,1,Hanging Racks,,0,Dresses,22.0,54,1.5,"[0, 0, 180]",
C-02-08-2,C,2,8,2,Hanging Racks,Dre-Whi-S,14,Dresses,22.0,54,3.0,"[0, 0, 180]",
C-02-08-3,C,2,8,3,Hanging Racks,,0,Dresses,22.0,54,4.5,"[0, 0, 180]",
C-02-09-1,C,2,9,1,Hanging Racks,,0,Dresses,23.5,54,1.5,"[0, 0, 180]",
C-02-09-2,C,2,9,2,Hanging Racks,Dre-Gra-XXL,17,Dresses,23.5,54,3.0,"[0, 0, 180]",
C-02-09-3,C,2,9,3,Hanging Racks,Dre-Blu-XL,12,Dresses,23.5,54,4.5,"[0, 0, 180]",
C-02-10-1,C,2,10,1,Hanging Racks,Dre-Bla-XL,6,Dresses,25.0,54,1.5,"[0, 0, 180]",
C-02-10-2,C,2,10,2,Hanging Racks,,0,Dresses,25.0,54,3.0,"[0, 0, 180]",
C-02-10-3,C,2,10,3,Hanging Racks,,0,Dresses,25.0,54,4.5,"[0, 0, 180]",
C-02-11-1,C,2,11,1,Hanging Racks,,0,Dresses,26.5,54,1.5,"[0, 0, 180]",
C-02-11-2,C,2,11,2,Hanging Racks,Dre-Gre-M,12,Dresses,26.5,54,3.0,"[0, 0, 180]",
C-02-11-3,C,2,11,3,Hanging Racks,,0,Dresses,26.5,54,4.5,"[0, 0, 180]",
C-02-12-1,C,2,12,1,Hanging Racks,Dre-Bla-L,16,Dresses,28.0,54,1.5,"[0, 0, 180]",
C-02-12-2,C,2,12,2,Hanging Racks,Dre-Gra-L,14,Dresses,28.0,54,3.0,"[0, 0, 180]",
C-02-12-3,C,2,12,3,Hanging Racks,Dre-Bla-XL,10,Dresses,28.0,54,4.5,"[0, 0, 180]",
C-02-13-1,C,2,13,1,Hanging Racks,,0,Dresses,29.5,54,1.5,"[0, 0, 180]",
C-02-13-2,C,2,13,2,Hanging Racks,Dre-Gre-XS,9,Dresses,29.5,54,3.0,"[0, 0, 180]",
C-02-13-3,C,2,13,3,Hanging Racks,,0,Dresses,29.5,54,4.5,"[0, 0, 180]",
C-02-14-1,C,2,14,1,Hanging Racks,Dre-Blu-M,10,Dresses,31.0,54,1.5,"[0, 0, 180]",
C-02-14-2,C,2,14,2,Hanging Racks,,0,Dresses,31.0,54,3.0,"[0, 0, 180]",
C-02-14-3,C,2,14,3,Hanging Racks,Dre-Gre-L,19,Dresses,31.0,54,4.5,"[0, 0, 180]",
C-02-15-1,C,2,15,1,Hanging Racks,Dre-Gra-XXL,1,Dresses,32.5,54,1.5,"[0, 0, 180]",
C-02-15-2,C,2,15,2,Hanging Racks,Dre-Blu-XXL,8,Dresses,32.5,54,3.0,"[0, 0, 180]",
C-02-15-3,C,2,15,3,Hanging Racks,Dre-Whi-M,19,Dresses,32.5,54,4.5,"[0, 0, 180]",
C-02-16-1,C,2,16,1,Hanging Racks,Dre-Whi-XXL,10,Dresses,34.0,54,1.5,"[0, 0, 180]",
C-02-16-2,C,2,16,2,Hanging Racks,,0,Dresses,34.0,54,3.0,"[0, 0, 180]",
C-02-16-3,C,2,16,3,Hanging Racks,Dre-Whi-S,2,Dresses,34.0,54,4.5,"[0, 0, 180]",
C-02-17-1,C,2,17,1,Hanging Racks,Dre-Gra-XL,7,Dresses,35.5,54,1.5,"[0, 0, 180]",
C-02-17-2,C,2,17,2,Hanging Racks,Dre-Red-XXL,13,Dresses,35.5,54,3.0,"[0, 0, 180]",
C-02-17-3,C,2,17,3,Hanging Racks,Dre-Red-XS,11,Dresses,35.5,54,4.5,"[0, 0, 180]",
C-02-18-1,C,2,18,1,Hanging Racks,,0,Dresses,37.0,54,1.5,"[0, 0, 180]",
C-02-18-2,C,2,18,2,Hanging Racks,Dre-Blu-XS,11,Dresses,37.0,54,3.0,"[0, 0, 180]",
C-02-18-3,C,2,18,3,Hanging Racks,Dre-Red-XL,17,Dresses,37.0,54,4.5,"[0, 0, 180]",
C-02-19-1,C,2,19,1,Hanging Racks,,0,Dresses,38.5,54,1.5,"[0, 0, 180]",
C-02-19-2,C,2,19,2,Hanging Racks,Dre-Gre-XL,1,Dresses,38.5,54,3.0,"[0, 0, 180]",
C-02-19-3,C,2,19,3,Hanging Racks,Dre-Blu-XS,14,Dresses,38.5,54,4.5,"[0, 0, 180]",
C-02-20-1,C,2,20,1,Hanging Racks,Dre-Red-XXL,4,Dresses,40.0,54,1.5,"[0, 0, 180]",
C-02-20-2,C,2,20,2,Hanging Racks,Dre-Blu-M,19,Dresses,40.0,54,3.0,"[0, 0, 180]",
C-02-20-3,C,2,20,3,Hanging Racks,Dre-Whi-XS,7,Dresses,40.0,54,4.5,"[0, 0, 180]",
D-01-01-1,D,1,1,1,Folded Shelves,,0,Sweaters,11.5,42,1.5,"[0, 0, 160]",
D-01-01-2,D,1,1,2,Folded Shelves,,0,Sweaters,11.5,42,3.0,"[0, 0, 160]",
D-01-01-3,D,1,1,3,Folded Shelves,Swe-Red-XL,1,Sweaters,11.5,42,4.5,"[0, 0, 160]",
D-01-02-1,D,1,2,1,Folded Shelves,Swe-Red-XXL,11,Sweaters,13.0,42,1.5,"[0, 0, 160]",
D-01-02-2,D,1,2,2,Folded Shelves,Swe-Blu-XS,11,Sweaters,13.0,42,3.0,"[0, 0, 160]",
D-01-02-3,D,1,2,3,Folded Shelves,Swe-Gre-M,20,Sweaters,13.0,42,4.5,"[0, 0, 160]",
D-01-03-1,D,1,3,1,Folded Shelves,Swe-Gre-M,9,Sweaters,14.5,42,1.5,"[0, 0, 160]",
D-01-03-2,D,1,3,2,Folded Shelves,,0,Sweaters,14.5,42,3.0,"[0, 0, 160]",
D-01-03-3,D,1,3,3,Folded Shelves,Swe-Bla-XXL,19,Sweaters,14.5,42,4.5,"[0, 0, 160]",
D-01-04-1,D,1,4,1,Folded Shelves,Swe-Whi-XL,20,Sweaters,16.0,42,1.5,"[0, 0, 160]",
D-01-04-2,D,1,4,2,Folded Shelves,Swe-Gra-M,15,Sweaters,16.0,42,3.0,"[0, 0, 160]",
D-01-04-3,D,1,4,3,Folded Shelves,,0,Sweaters,16.0,42,4.5,"[0, 0, 160]",
D-01-05-1,D,1,5,1,Folded Shelves,Swe-Whi-L,11,Sweaters,17.5,42,1.5,"[0, 0, 160]",
D-01-05-2,D,1,5,2,Folded Shelves,,0,Sweaters,17.5,42,3.0,"[0, 0, 160]",
D-01-05-3,D,1,5,3,Folded Shelves,Swe-Blu-L,17,Sweaters,17.5,42,4.5,"[0, 0, 160]",
D-01-06-1,D,1,6,1,Folded Shelves,,0,Sweaters,19.0,42,1.5,"[0, 0, 160]",
D-01-06-2,D,1,6,2,Folded Shelves,Swe-Whi-XXL,1,Sweaters,19.0,42,3.0,"[0, 0, 160]",
D-01-06-3,D,1,6,3,Folded Shelves,,0,Sweaters,19.0,42,4.5,"[0, 0, 160]",
D-01-07-1,D,1,7,1,Folded Shelves,Swe-Gra-XXL,14,Sweaters,20.5,42,1.5,"[0, 0, 160]",
D-01-07-2,D,1,7,2,Folded Shelves,Swe-Gre-XS,9,Sweaters,20.5,42,3.0,"[0, 0, 160]",
D-01-07-3,D,1,7,3,Folded Shelves,Swe-Whi-XL,4,Sweaters,20.5,42,4.5,"[0, 0, 160]",
D-01-08-1,D,1,8,1,Folded Shelves,Swe-Whi-S,13,Sweaters,22.0,42,1.5,"[0, 0, 160]",
D-01-08-2,D,1,8,2,Folded Shelves,Swe-Gra-S,3,Sweaters,22.0,42,3.0,"[0, 0, 160]",
D-01-08-3,D,1,8,3,Folded Shelves,Swe-Blu-L,15,Sweaters,22.0,42,4.5,"[0, 0, 160]",
D-01-09-1,D,1,9,1,Folded Shelves,Swe-Gra-XS,20,Sweaters,23.5,42,1.5,"[0, 0, 160]",
D-01-09-2,D,1,9,2,Folded Shelves,Swe-Blu-XXL,13,Sweaters,23.5,42,3.0,"[0, 0, 160]",
D-01-09-3,D,1,9,3,Folded Shelves,Swe-Bla-L,16,Sweaters,23.5,42,4.5,"[0, 0, 160]",
D-01-10-1,D,1,10,1,Folded Shelves,,0,Sweaters,25.0,42,1.5,"[0, 0, 160]",
D-01-10-2,D,1,10,2,Folded Shelves,Swe-Red-XXL,3,Sweaters,25.0,42,3.0,"[0, 0, 160]",
D-01-10-3,D,1,10,3,Folded Shelves,,0,Sweaters,25.0,42,4.5,"[0, 0, 160]",
D-01-11-1,D,1,11,1,Folded Shelves,,0,Sweaters,26.5,42,1.5,"[0, 0, 160]",
D-01-11-2,D,1,11,2,Folded Shelves,,0,Sweaters,26.5,42,3.0,"[0, 0, 160]",
D-01-11-3,D,1,11,3,Folded Shelves,Swe-Bla-S,20,Sweaters,26.5,42,4.5,"[0, 0, 160]",
D-01-12-1,D,1,12,1,Folded Shelves,Swe-Red-XL,10,Sweaters,28.0,42,1.5,"[0, 0, 160]",
D-01-12-2,D,1,12,2,Folded Shelves,Swe-Blu-XXL,10,Sweaters,28.0,42,3.0,"[0, 0, 160]",
D-01-12-3,D,1,12,3,Folded Shelves,Swe-Whi-XL,11,Sweaters,28.0,42,4.5,"[0, 0, 160]",
D-01-13-1,D,1,13,1,Folded Shelves,Swe-Gra-XL,8,Sweaters,29.5,42,1.5,"[0, 0, 160]",
D-01-13-2,D,1,13,2,Folded Shelves,Swe-Blu-XS,13,Sweaters,29.5,42,3.0,"[0, 0, 160]",
D-01-13-3,D,1,13,3,Folded Shelves,Swe-Blu-XS,11,Sweaters,29.5,42,4.5,"[0, 0, 160]",
D-01-14-1,D,1,14,1,Folded Shelves,,0,Sweaters,31.0,42,1.5,"[0, 0, 160]",
D-01-14-2,D,1,14,2,Folded Shelves,,0,Sweaters,31.0,42,3.0,"[0, 0, 160]",
D-01-14-3,D,1,14,3,Folded Shelves,Swe-Whi-L,1,Sweaters,31.0,42,4.5,"[0, 0, 160]",
D-01-15-1,D,1,15,1,Folded Shelves,Swe-Bla-M,10,Sweaters,32.5,42,1.5,"[0, 0, 160]",
D-01-15-2,D,1,15,2,Folded Shelves,Swe-Red-XS,6,Sweaters,32.5,42,3.0,"[0, 0, 160]",
D-01-15-3,D,1,15,3,Folded Shelves,Swe-Gre-L,3,Sweaters,32.5,42,4.5,"[0, 0, 160]",
D-01-16-1,D,1,16,1,Folded Shelves,Swe-Gre-L,3,Sweaters,34.0,42,1.5,"[0, 0, 160]",
D-01-16-2,D,1,16,2,Folded Shelves,Swe-Blu-L,3,Sweaters,34.0,42,3.0,"[0, 0, 160]",
D-01-16-3,D,1,16,3,Folded Shelves,Swe-Gra-S,20,Sweaters,34.0,42,4.5,"[0, 0, 160]",
D-01-17-1,D,1,17,1,Folded Shelves,Swe-Red-M,13,Sweaters,35.5,42,1.5,"[0, 0, 160]",
D-01-17-2,D,1,17,2,Folded Shelves,Swe-Bla-XS,2,Sweaters,35.5,42,3.0,"[0, 0, 160]",
D-01-17-3,D,1,17,3,Folded Shelves,,0,Sweaters,35.5,42,4.5,"[0, 0, 160]",
D-01-18-1,D,1,18,1,Folded Shelves,,0,Sweaters,37.0,42,1.5,"[0, 0, 160]",
D-01-18-2,D,1,18,2,Folded Shelves,Swe-Gra-XXL,9,Sweaters,37.0,42,3.0,"[0, 0, 160]",
D-01-18-3,D,1,18,3,Folded Shelves,,0,Sweaters,37.0,42,4.5,"[0, 0, 160]",
D-01-19-1,D,1,19,1,Folded Shelves,Swe-Bla-XXL,7,Sweaters,38.5,42,1.5,"[0, 0, 160]",
D-01-19-2,D,1,19,2,Folded Shelves,Swe-Gra-XS,13,Sweaters,38.5,42,3.0,"[0, 0, 160]",
D-01-19-3,D,1,19,3,Folded Shelves,Swe-Red-XS,1,Sweaters,38.5,42,4.5,"[0, 0, 160]",
D-01-20-1,D,1,20,1,Folded Shelves,Swe-Bla-XS,6,Sweaters,40.0,42,1.5,"[0, 0, 160]",
D-01-20-2,D,1,20,2,Folded Shelves,Swe-Gre-XXL,20,Sweaters,40.0,42,3.0,"[0, 0, 160]",
D-01-20-3,D,1,20,3,Folded Shelves,Swe-Whi-M,9,Sweaters,40.0,42,4.5,"[0, 0, 160]",
D-02-01-1,D,2,1,1,Folded Shelves,,0,Sweaters,11.5,44,1.5,"[0, 0, 160]",
D-02-01-2,D,2,1,2,Folded Shelves,Swe-Bla-M,13,Sweaters,11.5,44,3.0,"[0, 0, 160]",
D-02-01-3,D,2,1,3,Folded Shelves,,0,Sweaters,11.5,44,4.5,"[0, 0, 160]",
D-02-02-1,D,2,2,1,Folded Shelves,Swe-Bla-XS,9,Sweaters,13.0,44,1.5,"[0, 0, 160]",
D-02-02-2,D,2,2,2,Folded Shelves,Swe-Gra-XL,9,Sweaters,13.0,44,3.0,"[0, 0, 160]",
D-02-02-3,D,2,2,3,Folded Shelves,Swe-Gre-XXL,19,Sweaters,13.0,44,4.5,"[0, 0, 160]",
D-02-03-1,D,2,3,1,Folded Shelves,Swe-Blu-S,14,Sweaters,14.5,44,1.5,"[0, 0, 160]",
D-02-03-2,D,2,3,2,Folded Shelves,Swe-Blu-S,19,Sweaters,14.5,44,3.0,"[0, 0, 160]",
D-02-03-3,D,2,3,3,Folded Shelves,Swe-Red-L,8,Sweaters,14.5,44,4.5,"[0, 0, 160]",
D-02-04-1,D,2,4,1,Folded Shelves,Swe-Gre-XL,16,Sweaters,16.0,44,1.5,"[0, 0, 160]",
D-02-04-2,D,2,4,2,Folded Shelves,Swe-Gra-XXL,1,Sweaters,16.0,44,3.0,"[0, 0, 160]",
D-02-04-3,D,2,4,3,Folded Shelves,Swe-Red-L,13,Sweaters,16.0,44,4.5,"[0, 0, 160]",
D-02-05-1,D,2,5,1,Folded Shelves,,0,Sweaters,17.5,44,1.5,"[0, 0, 160]",
D-02-05-2,D,2,5,2,Folded Shelves,,0,Sweaters,17.5,44,3.0,"[0, 0, 160]",
D-02-05-3,D,2,5,3,Folded Shelves,,0,Sweaters,17.5,44,4.5,"[0, 0, 160]",
D-02-06-1,D,2,6,1,Folded Shelves,Swe-Whi-M,3,Sweaters,19.0,44,1.5,"[0, 0, 160]",
D-02-06-2,D,2,6,2,Folded Shelves,Swe-Gre-M,18,Sweaters,19.0,44,3.0,"[0, 0, 160]",
D-02-06-3,D,2,6,3,Folded Shelves,,0,Sweaters,19.0,44,4.5,"[0, 0, 160]",
D-02-07-1,D,2,7,1,Folded Shelves,Swe-Gra-S,5,Sweaters,20.5,44,1.5,"[0, 0, 160]",
D-02-07-2,D,2,7,2,Folded Shelves,Swe-Gre-XS,5,Sweaters,20.5,44,3.0,"[0, 0, 160]",
D-02-07-3,D,2,7,3,Folded Shelves,Swe-Whi-XS,16,Sweaters,20.5,44,4.5,"[0, 0, 160]",
D-02-08-1,D,2,8,1,Folded Shelves,,0,Sweaters,22.0,44,1.5,"[0, 0, 160]",
D-02-08-2,D,2,8,2,Folded Shelves,Swe-Blu-XL,18,Sweaters,22.0,44,3.0,"[0, 0, 160]",
D-02-08-3,D,2,8,3,Folded Shelves,Swe-Blu-XS,15,Sweaters,22.0,44,4.5,"[0, 0, 160]",
D-02-09-1,D,2,9,1,Folded Shelves,Swe-Blu-M,5,Sweaters,23.5,44,1.5,"[0, 0, 160]",
D-02-09-2,D,2,9,2,Folded Shelves,,0,Sweaters,23.5,44,3.0,"[0, 0, 160]",
D-02-09-3,D,2,9,3,Folded Shelves,Swe-Gre-S,18,Sweaters,23.5,44,4.5,"[0, 0, 160]",
D-02-10-1,D,2,10,1,Folded Shelves,Swe-Gre-S,4,Sweaters,25.0,44,1.5,"[0, 0, 160]",
D-02-10-2,D,2,10,2,Folded Shelves,Swe-Whi-XS,13,Sweaters,25.0,44,3.0,"[0, 0, 160]",
D-02-10-3,D,2,10,3,Folded Shelves,,0,Sweaters,25.0,44,4.5,"[0, 0, 160]",
D-02-11-1,D,2,11,1,Folded Shelves,Swe-Bla-S,20,Sweaters,26.5,44,1.5,"[0, 0, 160]",
D-02-11-2,D,2,11,2,Folded Shelves,Swe-Red-XS,11,Sweaters,26.5,44,3.0,"[0, 0, 160]",
D-02-11-3,D,2,11,3,Folded Shelves,Swe-Red-XS,12,Sweaters,26.5,44,4.5,"[0, 0, 160]",
D-02-12-1,D,2,12,1,Folded Shelves,Swe-Gre-XXL,9,Sweaters,28.0,44,1.5,"[0, 0, 160]",
D-02-12-2,D,2,12,2,Folded Shelves,,0,Sweaters,28.0,44,3.0,"[0, 0, 160]",
D-02-12-3,D,2,12,3,Folded Shelves,,0,Sweaters,28.0,44,4.5,"[0, 0, 160]",
